frame,time_extract,time_match,time_essential,time_pose,time_total,n_keypoints,n_matches,n_inliers,inlier_ratio,translation_mag
64,0.3548651689925464,0.01540331200521905,0.029245344005175866,0.0020880579977529123,0.4016018830006942,1100,211,139,0.6587677725118484,0.2131102893755364
65,0.16549802100053057,0.006535092004924081,0.020036681002238765,0.0015558029990643263,0.19362559700675774,1051,221,142,0.6425339366515838,0.21311028937553644
66,0.23187030000553932,0.00636212999233976,0.02598092499829363,0.001587115999427624,0.26580047099560034,1062,232,139,0.5991379310344828,0.21311028937553647
67,0.1902797950024251,0.007618910996825434,0.037993838006514125,0.0019697550014825538,0.2378622990072472,969,233,129,0.5536480686695279,0.21311028937553644
68,0.2262892290018499,0.009213030003593303,0.025958911995985545,0.002174151988583617,0.26363532299001236,1054,226,141,0.6238938053097345,0.21311028937553642
69,0.2806432349898387,0.006257907007238828,0.03929391301062424,0.0017655970004852861,0.327960652008187,1029,255,138,0.5411764705882353,0.21311028937553642
70,0.27689562500745524,0.01007226700312458,0.021163562996662222,0.004990760993678123,0.31312221600092016,1080,241,158,0.6556016597510373,0.21311028937553642
71,0.1784826119983336,0.006437466989154927,0.030481006993795745,0.0015827290044398978,0.21698381498572417,1039,230,132,0.5739130434782609,0.21311028937553642
72,0.3514542299963068,0.011349659995175898,0.04163830300967675,0.0016629919991828501,0.4061051850003423,1123,234,127,0.5427350427350427,0.21311028937553644
73,0.16574506201141048,0.007445138995535672,0.05624875100329518,0.0015153069980442524,0.2309542590082856,1182,206,104,0.5048543689320388,0.21311028937553642
74,0.23009324300801381,0.008302293994347565,0.035679089996847324,0.001531682995846495,0.2756063099950552,1249,235,130,0.5531914893617021,0.2131102893755364
75,0.16928260600252543,0.01015622699924279,0.053317070996854454,0.0018830100016202778,0.23463891400024295,1202,255,136,0.5333333333333333,0.21311028937553642
76,0.20849399900180288,0.008893616002751514,0.054652687002089806,0.0015698310016887262,0.2736101330083329,1112,228,116,0.5087719298245614,0.21311028937553644
77,0.22087764900061302,0.011856423006975092,0.07607625899254344,0.002047125992248766,0.3108574569923803,1235,226,110,0.48672566371681414,0.21311028937553644
78,0.2529376550082816,0.00869065200095065,0.06603639399691019,0.001370265003060922,0.32903496600920334,1283,198,95,0.4797979797979798,0.21311028937553644
79,0.19966691499575973,0.014945118993637152,0.16149577200121712,0.0018439539999235421,0.37795175999053754,1519,249,102,0.40963855421686746,0.21311028937553642
80,0.33819715499703307,0.013650920998770744,0.17994546800036915,0.0023607269977219403,0.5341542709938949,1668,321,126,0.3925233644859813,0.21311028937553642
81,0.20108622599218506,0.020390026998938993,0.10345899101230316,0.0020376850006869063,0.3269729290041141,1813,305,133,0.4360655737704918,0.21311028937553644
82,0.1672829820017796,0.019981407007435337,0.08073671600141097,0.0020218440040480345,0.27002294901467394,1965,303,138,0.45544554455445546,0.21311028937553644
83,0.3332863190007629,0.0274506459973054,0.08207699499325827,0.0036267800023779273,0.4464407399937045,1943,336,163,0.4851190476190476,0.21311028937553644
84,0.2634641650074627,0.018983581991051324,0.091872044999036,0.002150101005099714,0.37646989300264977,1777,323,143,0.44272445820433437,0.21311028937553642
85,0.21399144300085027,0.014796987001318485,0.08893065199663397,0.00246444100048393,0.32018352299928665,1511,370,168,0.4540540540540541,0.21311028937553644
86,0.1646823310002219,0.010760420991573483,0.07059114199364558,0.002204598000389524,0.24823849198583048,1287,336,160,0.47619047619047616,0.21311028937553642
87,0.22364546199969482,0.008931100004701875,0.0670152370003052,0.002194490996771492,0.3017862900014734,1199,333,162,0.4864864864864865,0.2131102893755364
88,0.2886647169943899,0.008077962993411347,0.02487826900323853,0.001799503996153362,0.32342045298719313,1188,265,160,0.6037735849056604,0.2131102893755364
89,0.163810251004179,0.00793371899635531,0.01718036999227479,0.0016258630057564005,0.1905502029985655,1212,236,154,0.652542372881356,0.21311028937553642
90,0.16936882201116532,0.0076866919989697635,0.030103398006758653,0.001997373008634895,0.20915628502552863,1136,288,168,0.5833333333333334,0.21311028937553642
91,0.21833849100221414,0.007765336995362304,0.01914407299773302,0.0017493360064690933,0.24699723700177856,1200,256,165,0.64453125,0.21311028937553644
92,0.16471249499591067,0.008133951007039286,0.017721308991895057,0.0020450849988264963,0.19261283999367151,1194,302,192,0.6357615894039735,0.21311028937553644
93,0.21053280899650417,0.00803213300241623,0.025764298989088275,0.001968255004612729,0.2462974959926214,1203,252,148,0.5873015873015873,0.21311028937553642
94,0.17124636498920154,0.008283935996587388,0.028466034986195154,0.0017663170001469553,0.20976265297213104,1195,245,144,0.5877551020408164,0.21311028937553642
95,0.1745461050013546,0.008127830005832948,0.024516877994756214,0.0017854589968919754,0.20897627199883573,1145,246,145,0.5894308943089431,0.21311028937553642
96,0.21804206099477597,0.008150798996211961,0.03780334399198182,0.0017506690055597574,0.2657468729885295,1121,258,139,0.5387596899224806,0.21311028937553642
97,0.23218194700893946,0.008453722999547608,0.06812520700623281,0.001981872002943419,0.3107427490176633,1064,260,146,0.5615384615384615,0.21311028937553642
98,0.17424367999774404,0.006706078987917863,0.0818855160032399,0.0016095240134745836,0.2644447990023764,1115,216,101,0.4675925925925926,0.21311028937553642
99,0.22609720399486832,0.007330973996431567,0.05410239999764599,0.001877280999906361,0.28940785898885224,1152,273,138,0.5054945054945055,0.21311028937553642
100,0.17153064199374057,0.00829215400153771,0.04586956001003273,0.0016230850014835596,0.22731544100679457,1289,237,126,0.5316455696202531,0.21311028937553647
101,0.1672545839974191,0.008791212996584363,0.07209600998612586,0.002865260001271963,0.2510070669814013,1208,289,140,0.4844290657439446,0.21311028937553644
102,0.2529924599948572,0.008236875990405679,0.03940566199889872,0.002037079000729136,0.30267207698489074,1125,245,135,0.5510204081632653,0.21311028937553642
103,0.1659836000035284,0.007723704999079928,0.029355246006161906,0.0016468129906570539,0.2047093639994273,1227,239,139,0.5815899581589958,0.21311028937553642
104,0.21714266399794724,0.00804100200184621,0.044902025008923374,0.0016303489974234253,0.27171604000614025,1174,232,123,0.5301724137931034,0.21311028937553644
105,0.16591718699783087,0.007981785995070823,0.03312146200914867,0.001652346007176675,0.20867278100922704,1235,246,141,0.573170731707317,0.21311028937553644
106,0.21353091599303298,0.008275714993942529,0.06463116699887905,0.0019254920043749735,0.28836328999022953,1207,284,139,0.4894366197183099,0.21311028937553644
107,0.16618008699151687,0.008810550993075594,0.024142739988747053,0.001780509002855979,0.2009138869761955,1331,257,155,0.603112840466926,0.21311028937553642
108,0.2123834590020124,0.009546283996314742,0.022716585008311085,0.0020780500053660944,0.2467243780120043,1307,307,190,0.6188925081433225,0.21311028937553642
109,0.16704235000361223,0.010120309991179965,0.014872275991365314,0.002468791004503146,0.19450372699066065,1429,284,190,0.6690140845070423,0.2131102893755364
110,0.21422610800073016,0.010764949009171687,0.0173078059888212,0.0020919990056427196,0.24439086200436577,1380,313,203,0.6485623003194888,0.21311028937553642
111,0.1685309479944408,0.01119194801140111,0.018907356992713176,0.0020378169865580276,0.2006680699851131,1474,302,197,0.652317880794702,0.21311028937553642
112,0.21188777599309105,0.01182381299440749,0.02060500100196805,0.0023027739953249693,0.24661936398479156,1471,346,221,0.638728323699422,0.2131102893755364
113,0.16900341300060973,0.012004183998215012,0.01836723100859672,0.0024710540019441396,0.2018458820093656,1504,375,240,0.64,0.21311028937553642
114,0.2885589719953714,0.01223267600289546,0.008523097989382222,0.0027225160010857508,0.3120372619887348,1518,324,241,0.7438271604938271,0.21311028937553642
115,0.17388352101261262,0.013938493997557089,0.03433293700800277,0.002339237995329313,0.2244941900135018,1528,368,213,0.5788043478260869,0.21311028937553642
116,0.21715305300313048,0.013066170999081805,0.020335794004495256,0.002141386008588597,0.25269640401529614,1538,324,221,0.6820987654320988,0.21311028937553642
117,0.16908838399103843,0.01320291799493134,0.009868123001069762,0.0027420830010669306,0.19490150798810646,1583,323,231,0.7151702786377709,0.21311028937553644
118,0.2210926709958585,0.015095683993422426,0.011916212999494746,0.002708405998419039,0.2508129739871947,1623,303,214,0.7062706270627063,0.21311028937553644
119,0.17050171400478575,0.014713017997564748,0.012299113994231448,0.0025612129975343123,0.20007505899411626,1649,297,202,0.6801346801346801,0.21311028937553642
120,0.3131889219948789,0.014367196999955922,0.020855724011198618,0.0021043759916210547,0.3505162189976545,1587,313,194,0.6198083067092651,0.21311028937553644
