frame,time_extract,time_match,time_essential,time_pose,time_total,n_keypoints,n_matches,n_inliers,inlier_ratio,translation_mag
43,0.3154971289995956,0.009627158000057534,0.02617591700027333,0.0018205679998573032,0.35312077199978376,1123,226,129,0.5707964601769911,0.2131102893755201
44,0.31048331700003473,0.00996045600004436,0.029471383999862155,0.0018154569997932413,0.3517306139997345,1145,226,124,0.5486725663716814,0.21311028937552007
45,0.3088283609999962,0.009838585000125022,0.017756138000095234,0.0020161060001555597,0.33843919000037204,1099,251,152,0.6055776892430279,0.21311028937552007
46,0.31320763099984106,0.008883003999926586,0.03862405599966223,0.0017997529998865502,0.3625144439993164,1028,223,116,0.5201793721973094,0.21311028937552007
47,0.31168969400005153,0.008321295999849099,0.03250318199980029,0.0016844929996295832,0.3541986649993305,1031,206,111,0.5388349514563107,0.21311028937552007
48,0.31198406600015005,0.008589094999933877,0.017522154999824124,0.001698418000160018,0.33979373400006807,1057,211,128,0.6066350710900474,0.21311028937552004
49,0.3082633740000347,0.008464315999844985,0.018354068000007828,0.001762252000389708,0.3368440100002772,1022,218,131,0.6009174311926605,0.21311028937552004
50,0.3099262920000001,0.00818398100000195,0.03423608200000672,0.0017354370002067299,0.3540817920002155,1008,212,113,0.5330188679245284,0.21311028937552007
51,0.31151428399971337,0.008112609999898268,0.026354770000125427,0.0017338450002171157,0.3477155089999542,1031,214,120,0.5607476635514018,0.21311028937552007
52,0.30710169800022413,0.008255908000137424,0.02563665400020909,0.0016796959998828243,0.3426739560004535,1005,206,120,0.5825242718446602,0.21311028937552007
53,0.31354279800007134,0.008249333000094339,0.02741503700008252,0.0016862519996720948,0.3508934199999203,1036,207,115,0.5555555555555556,0.21311028937552004
54,0.3087863009995999,0.008512539000093966,0.03388552400019762,0.0017778459996407037,0.3529622099995322,1045,221,118,0.5339366515837104,0.2131102893755201
55,0.3104305349997958,0.008714948000033473,0.07677284999999756,0.001664473999881011,0.3975828069997078,1066,205,93,0.45365853658536587,0.2131102893755201
56,0.304979923999781,0.008484667999709927,0.037160138999752235,0.0016825669999889215,0.3523072979992321,1019,206,108,0.5242718446601942,0.21311028937552007
57,0.30518098100037605,0.00780475600004138,0.052087571999891225,0.0015884740000728925,0.36666178300038155,972,194,95,0.4896907216494845,0.2131102893755201
58,0.3108898880000197,0.008085535999725835,0.019088499000190495,0.001454713999919477,0.3395186369998555,1054,176,105,0.5965909090909091,0.21311028937552007
59,0.3162924610001028,0.009389100999669608,0.01628816500033281,0.0013863430003766553,0.34335607000048185,1135,166,113,0.6807228915662651,0.2131102893755201
60,0.31851721700013513,0.010180271999615798,0.017534563000026537,0.0017715490002956358,0.3480036010000731,1152,219,138,0.6301369863013698,0.2131102893755201
61,0.3110326850001002,0.009802900000067893,0.014113558000190096,0.0016319000001203676,0.33658104300047853,1090,201,127,0.6318407960199005,0.21311028937552007
62,0.30575350099979914,0.009042245999808074,0.021475163000104658,0.0017545670002618863,0.33802547699997376,1054,216,126,0.5833333333333334,0.2131102893755201
63,0.3076119759998619,0.00893652300010217,0.018343067999921914,0.0018893090000347001,0.3367808759999207,1076,234,143,0.6111111111111112,0.2131102893755201
64,0.31031604899999365,0.009207433000028686,0.017581952000000456,0.0016953069998635328,0.33880074099988633,1100,211,139,0.6587677725118484,0.21311028937552007
65,0.31263756399994236,0.009077228000023752,0.014023224000084156,0.0017740680000315479,0.3375120840000818,1051,221,142,0.6425339366515838,0.2131102893755201
66,0.3074301410001681,0.00879948500005412,0.018749256000319292,0.0018721599999480532,0.33685104200048954,1062,232,139,0.5991379310344828,0.21311028937552007
67,0.3139543879997291,0.008041886999762937,0.027879261000180122,0.0018709940000007919,0.35174652999967293,969,233,129,0.5536480686695279,0.21311028937552007
68,0.31285825000031764,0.008071554000252945,0.015359584000179893,0.0018220499996459694,0.33811143800039645,1054,226,141,0.6238938053097345,0.21311028937552004
69,0.30661813300002905,0.008515557999999146,0.0315585819998887,0.002037921000010101,0.348730193999927,1029,255,138,0.5411764705882353,0.21311028937552004
70,0.3127677859997675,0.008752502999868739,0.011942487999931473,0.0019110690000161412,0.33537384599958386,1080,241,158,0.6556016597510373,0.21311028937552007
71,0.3086749429999145,0.008826558999771805,0.023339803999988362,0.0018518639999456354,0.3426931699996203,1039,230,132,0.5739130434782609,0.21311028937552007
72,0.3156901190000099,0.009119042999827798,0.03120248699997319,0.0018845869999495335,0.3578962359997604,1123,234,127,0.5427350427350427,0.21311028937552007
73,0.3153980990000491,0.010225328000160516,0.04518745199993646,0.001682529999925464,0.37249340900007155,1182,206,104,0.5048543689320388,0.2131102893755201
74,0.3166224589999729,0.01135227999975541,0.028356078999877354,0.0018988639999406587,0.3582296819995463,1249,235,130,0.5531914893617021,0.21311028937552007
75,0.3118655739999667,0.011617003999617737,0.034429415999966295,0.002046902000074624,0.3599588959996254,1202,255,136,0.5333333333333333,0.21311028937552004
76,0.30962529999987964,0.010577699999885226,0.0433095680000406,0.0018467710001459636,0.36535933899995143,1112,228,116,0.5087719298245614,0.2131102893755201
77,0.3103851930000019,0.010552292999818746,0.05413530800024091,0.0018313270002181525,0.3769041210002797,1235,226,110,0.48672566371681414,0.21311028937552007
78,0.31497566800044297,0.012181136999970477,0.058301539000240155,0.00162580699998216,0.38708415100063576,1283,198,95,0.4797979797979798,0.21311028937552007
79,0.31656677000000855,0.01509819399961998,0.1295504049999181,0.0020086620002075506,0.4632240309997542,1519,249,102,0.40963855421686746,0.21311028937552007
80,0.318052132000048,0.019479407999824616,0.16278038800010108,0.002516239000215137,0.5028281670001888,1668,321,126,0.3925233644859813,0.21311028937552007
81,0.31852739299984023,0.02297226500013494,0.09572954900022523,0.002387775999977748,0.43961698300017815,1813,305,133,0.4360655737704918,0.21311028937552004
82,0.3209343169996828,0.028087594999760768,0.07681738500014035,0.0023788490002516482,0.42821814599983554,1965,303,138,0.45544554455445546,0.2131102893755201
83,0.32067531500024415,0.02967395799987571,0.05592963300023257,0.002620924999973795,0.40889983100032623,1943,336,163,0.4851190476190476,0.21311028937552007
84,0.3173599589999867,0.026102118999915547,0.08827466499997172,0.0025148869999611634,0.43425162999983513,1777,323,143,0.44272445820433437,0.21311028937552
85,0.31041102300014245,0.02022626500001934,0.07829346800008352,0.0028758899998138077,0.4118066460000591,1511,370,168,0.4540540540540541,0.2131102893755201
86,0.3143664929998522,0.014970600999731687,0.061887155000022176,0.0026255170000695216,0.3938497659996756,1287,336,160,0.47619047619047616,0.21311028937552004
87,0.31376232299999174,0.012014285000077507,0.055179905999921175,0.0026138690000152565,0.3835703830000057,1199,333,162,0.4864864864864865,0.21311028937552007
88,0.3213038730000335,0.011124499999823456,0.019881559000168636,0.0021091990001878003,0.3544191310002134,1188,265,160,0.6037735849056604,0.2131102893755201
89,0.3170556960003523,0.011046408000311203,0.012080821999916225,0.0018987349999406433,0.3420816610005204,1212,236,154,0.652542372881356,0.21311028937552007
90,0.31001064799966116,0.010825406000094517,0.021922609999819542,0.002284681999753957,0.3450433459993292,1136,288,168,0.5833333333333334,0.21311028937552004
91,0.31235427399997207,0.010561311999936152,0.013033476000146038,0.0020544399999380403,0.3380035019999923,1200,256,165,0.64453125,0.21311028937552
92,0.3161635399997067,0.011118055999759235,0.014056389999950625,0.002392498000062915,0.3437304839994795,1194,302,192,0.6357615894039735,0.21311028937552007
93,0.3097170340001867,0.011041924999972252,0.020912361999762652,0.0020176799998807837,0.3436890009998024,1203,252,148,0.5873015873015873,0.21311028937552007
94,0.3121843830003854,0.011124536999886914,0.020848695000040607,0.001975142999981472,0.3461327580002944,1195,245,144,0.5877551020408164,0.2131102893755201
95,0.3089068990002488,0.010535792999689875,0.02048943399995551,0.0019762719998652756,0.3419083979997595,1145,246,145,0.5894308943089431,0.2131102893755201
96,0.30907693600011044,0.00994556699970417,0.03234888299994054,0.0020593659996848146,0.35343075199943996,1121,258,139,0.5387596899224806,0.21311028937552007
97,0.3115323039996838,0.009397802999956184,0.048431971999889356,0.0020704209996438294,0.37143249999917316,1064,260,146,0.5615384615384615,0.2131102893755201
98,0.30767483299996456,0.009284838999974454,0.06612095999980738,0.001759085000230698,0.3848397169999771,1115,216,101,0.4675925925925926,0.21311028937552007
99,0.31050799900003767,0.010048011999970186,0.04509874599989416,0.0021511259997168963,0.3678058829996189,1152,273,138,0.5054945054945055,0.21311028937552004
100,0.3147631760002696,0.01158118800003649,0.03461195299996689,0.00190647599993099,0.36286279300020396,1289,237,126,0.5316455696202531,0.21311028937552007
101,0.30889626600037445,0.012102655000035156,0.05588937300035468,0.0022769970000808826,0.3791652910008452,1208,289,140,0.4844290657439446,0.21311028937552004
102,0.3103526279996913,0.010582793000139645,0.02902150799991432,0.0019697909997375973,0.3519267199994829,1125,245,135,0.5510204081632653,0.21311028937552007
103,0.3193258539999988,0.010982277000039176,0.02193057200020121,0.001907252999899356,0.35414595600013854,1227,239,139,0.5815899581589958,0.21311028937552012
104,0.3116721910000706,0.011107610999715689,0.035006362999865814,0.0018664569997781655,0.35965262199943027,1174,232,123,0.5301724137931034,0.21311028937552007
105,0.3117193939997378,0.011189555999862932,0.023718140000255516,0.001970308999716508,0.34859739899957276,1235,246,141,0.573170731707317,0.21311028937552004
106,0.31599164499994004,0.011589243999878818,0.05299990899993645,0.0022457919999396836,0.382826589999695,1207,284,139,0.4894366197183099,0.2131102893755201
107,0.31498139699988315,0.012472731000343629,0.018181880000156525,0.0020782729998245486,0.34771428100020785,1331,257,155,0.603112840466926,0.21311028937552007
108,0.3157278270000461,0.013474626999595785,0.016213292999964324,0.0024327380001523125,0.3478484849997585,1307,307,190,0.6188925081433225,0.21311028937552007
109,0.317329041999983,0.014456911999786826,0.0106402189999244,0.002264366999952472,0.3446905399996467,1429,284,190,0.6690140845070423,0.21311028937552004
110,0.31450172599988946,0.015362250999714888,0.012650603000111005,0.0024716650000300433,0.3449862449997454,1380,313,203,0.6485623003194888,0.21311028937552007
111,0.3226394830003301,0.015927938999993785,0.012102173000130279,0.0023720899998807,0.35304168500033484,1474,302,197,0.652317880794702,0.21311028937552007
112,0.315482731999964,0.016690352000296116,0.013522961000035139,0.002708739999889076,0.34840478500018435,1471,346,221,0.638728323699422,0.21311028937552007
113,0.3220139420000123,0.016787148999810597,0.013439256000310706,0.0029244639999888022,0.3551648110001224,1504,375,240,0.64,0.2131102893755201
114,0.31938881199994285,0.01750668999966365,0.006053818000054889,0.002536147000228084,0.34548546699988947,1518,324,241,0.7438271604938271,0.21311028937552007
115,0.32155112300006294,0.01771287699966706,0.023737806000099226,0.0028492229998846597,0.3658510289997139,1528,368,213,0.5788043478260869,0.21311028937552007
116,0.3223462199998721,0.018049064000024373,0.013919240999712201,0.002552572000240616,0.3568670969998493,1538,324,221,0.6820987654320988,0.21311028937552007
117,0.3151941360001729,0.01846054899988303,0.00742373499997484,0.0025464430000283755,0.3436248630000591,1583,323,231,0.7151702786377709,0.21311028937552004
118,0.3181639509998604,0.02006385599997884,0.008091034999779367,0.002382422999744449,0.34870126499936305,1623,303,214,0.7062706270627063,0.21311028937552007
119,0.3222959780000565,0.020200578999720165,0.009673490000295715,0.002322404000096867,0.35449245100016924,1649,297,202,0.6801346801346801,0.2131102893755201
120,0.3218902540002091,0.019688409000082174,0.015834845999961544,0.002446887000132847,0.35986039600038566,1587,313,194,0.6198083067092651,0.21311028937552007
