frame,matches,inliers,inlier_ratio,mean_parallax,median_parallax,mean_epi_error,max_epi_error,delta_t_norm,delta_R_angle_deg
47,206,155,0.7524271844660194,152.41661071777344,35.35492706298828,0.014263265308534131,0.3568884458121385,0.9999999999999999,2.9601197502512946
48,211,176,0.8341232227488151,120.10807800292969,34.986934661865234,0.02511944545561764,0.6668374914633006,1.0,2.8519940969752744
49,218,164,0.7522935779816514,136.93496704101562,34.80117416381836,0.01731972187009263,0.274829920891864,0.9999999999999999,2.657557315233674
50,212,155,0.7311320754716981,127.68465423583984,41.15033721923828,0.020013843041125096,0.3072984155680401,1.0,2.9070722767961876
51,214,168,0.7850467289719626,130.27178955078125,37.924110412597656,0.02604831390511473,0.32553106479217486,1.0,2.98450866329741
52,206,162,0.7864077669902912,132.633056640625,36.370582580566406,0.02980232122129419,0.3820090303353232,1.0,2.7914978789444613
53,207,161,0.7777777777777778,112.19637298583984,36.369693756103516,0.028158009526280697,0.44481862763749824,0.9999999999999999,2.7760184392414624
54,221,156,0.7058823529411765,117.94440460205078,45.08684539794922,0.02470541997129453,0.315985384461863,0.9999999999999999,2.760481558902267
55,205,167,0.8146341463414634,109.41606140136719,41.90854263305664,0.030693088877028735,0.4038237494616932,0.9999999999999999,3.3624323916925953
56,206,132,0.6407766990291263,135.0914306640625,44.42429733276367,0.03286286542861635,0.5425497103656067,1.0,2.4474994352315242
57,194,144,0.7422680412371134,148.28741455078125,45.703216552734375,0.024807617947635488,0.376979385057014,0.9999999999999999,2.8672905743665615
58,176,144,0.8181818181818182,132.39805603027344,38.785831451416016,0.03312060034280378,0.3262067095427374,1.0,2.853042245446724
59,166,134,0.8072289156626506,110.44884490966797,29.219820022583008,0.018043057680515503,0.30913992219482544,1.0,2.802033460772994
60,219,187,0.8538812785388128,136.76194763183594,41.91936492919922,0.029975033964138375,0.44065409732675104,0.9999999999999999,3.0112600558148106
61,201,172,0.8557213930348259,115.93963623046875,36.2353401184082,0.02913339561389311,0.5923197620601351,1.0,3.0952685648008984
62,216,152,0.7037037037037037,117.58112335205078,38.681854248046875,0.029030550134361358,0.292074153943019,1.0,2.5324448076275634
63,234,172,0.7350427350427351,142.00091552734375,40.414100646972656,0.025292133475719614,0.35041005213984266,1.0,2.672511238518626
64,211,165,0.7819905213270142,101.16199493408203,38.188533782958984,0.023205606161797454,0.3445452086476427,0.9999999999999999,2.685721402523481
65,221,181,0.8190045248868778,101.0080795288086,40.03956604003906,0.029434366517933748,0.46686059440979366,1.0,2.6597910420192536
66,232,182,0.7844827586206896,105.68611145019531,42.863037109375,0.026169244020968027,0.4186306015766865,1.0000000000000002,2.7576360548057735
67,233,168,0.721030042918455,117.9548568725586,43.84718322753906,0.027695359389522136,0.5138554920786701,1.0,2.5720893527925086
68,226,188,0.831858407079646,112.31356048583984,44.86501693725586,0.034149314815145264,0.41276840238662865,0.9999999999999999,2.669952610063412
69,255,207,0.8117647058823529,113.89385986328125,49.428680419921875,0.02853397337205992,0.4274520200589138,0.9999999999999999,2.707746739033556
70,241,207,0.8589211618257261,93.79168701171875,44.990623474121094,0.020352936817538133,0.5197552304794403,0.9999999999999999,2.759886480121387
71,230,177,0.7695652173913043,148.31454467773438,48.68204879760742,0.028667179946362333,0.4423952160848291,1.0,2.609351542701705
72,234,186,0.7948717948717948,131.9539794921875,48.61485290527344,0.018454250117448626,0.3420887296128252,1.0,2.759115911994757
73,206,159,0.7718446601941747,131.6686553955078,53.594581604003906,0.023110811121574332,0.3538316544503519,1.0,2.4179433608567478
74,235,184,0.7829787234042553,129.12744140625,52.614620208740234,0.017304524290789037,0.26984125291361194,0.9999999999999999,2.6332774445119416
75,255,205,0.803921568627451,149.26242065429688,51.9072265625,0.01458170451858318,0.2758286867835208,0.9999999999999999,2.8348642049127446
76,228,179,0.7850877192982456,154.66331481933594,53.6859130859375,0.014874508131729476,0.26333110366436746,1.0,2.6459396490914515
77,226,176,0.7787610619469026,167.61749267578125,58.49565124511719,0.022478480187065584,0.3471521368484007,1.0,2.8579489882229643
78,198,140,0.7070707070707071,187.27691650390625,67.97775268554688,0.024254867174905735,0.2651892744482307,1.0000000000000002,2.673055264805255
79,249,189,0.7590361445783133,154.7517547607422,63.68632888793945,0.02943184695662111,0.34430661315770394,0.9999999999999999,2.8092218889380183
80,321,256,0.7975077881619937,159.79824829101562,53.631324768066406,0.027413225269235564,0.3264778464743509,0.9999999999999999,3.3123504370572556
81,305,234,0.7672131147540984,124.3984603881836,53.0518798828125,0.024918228647304568,0.43379618133670383,1.0,2.6768697105389645
82,303,220,0.7260726072607261,135.0679473876953,50.49311447143555,0.021094030164793418,0.23657883682947467,1.0,2.597022485483436
83,336,281,0.8363095238095238,103.430908203125,46.33903884887695,0.019257842402939762,0.38542100531487444,1.0,3.1906700985849157
84,323,251,0.7770897832817337,129.07943725585938,48.79470443725586,0.0189874357884872,0.2395619220931186,1.0,2.981594569090414
85,370,299,0.8081081081081081,123.38349151611328,52.757423400878906,0.032639659621874366,0.4476417709112972,1.0,2.856410504729139
86,336,267,0.7946428571428571,131.39614868164062,44.89936828613281,0.023398347607114893,0.43579873592035023,0.9999999999999999,3.020567059780004
87,333,251,0.7537537537537538,119.43435668945312,48.3154296875,0.024480572021193327,0.30293392218912285,0.9999999999999999,2.6249019945389827
88,265,201,0.7584905660377359,147.9701690673828,40.98324203491211,0.02624022991593158,0.4188564890672549,0.9999999999999999,2.873093045219165
89,236,185,0.7838983050847458,123.45922088623047,40.206783294677734,0.025221776481102114,0.4329426936947438,1.0,2.8806796204772147
90,288,217,0.7534722222222222,125.93085479736328,41.82192611694336,0.02195470808027627,0.3414240149499214,0.9999999999999999,2.7903875563021048
91,256,198,0.7734375,134.47836303710938,35.900447845458984,0.028084607732855312,0.45060154714882417,1.0,2.798457930125646
92,302,226,0.7483443708609272,139.06736755371094,40.700416564941406,0.02253369064841222,0.462394344937065,1.0,2.8232155358544997
93,252,176,0.6984126984126984,150.738037109375,43.61088180541992,0.040323370716017805,0.4305792465695095,1.0,2.5527111519709482
94,245,191,0.7795918367346939,117.74823760986328,41.5800666809082,0.01441201475705649,0.284841148323929,0.9999999999999999,2.928913362929436
95,246,164,0.6666666666666666,125.15266418457031,42.2109260559082,0.03453925534822937,0.4217616497565463,1.0,2.603623654667574
96,258,199,0.7713178294573644,121.1590347290039,43.87194061279297,0.02016843157168409,0.2684821926060919,1.0,2.970270589376999
97,260,194,0.7461538461538462,132.17271423339844,41.478057861328125,0.03639547487404142,0.47893915028844025,0.9999999999999998,2.7634542830152418
98,216,148,0.6851851851851852,126.4376449584961,44.72781753540039,0.02986497779629299,0.2892427536976592,1.0,2.729102649574977
99,273,188,0.6886446886446886,148.25425720214844,45.1678466796875,0.03487074671041541,0.5090094992375243,1.0,2.677020168493533
100,237,188,0.7932489451476793,122.67802429199219,40.00789260864258,0.03033907981524363,0.3726197785215583,1.0,2.82245249423731
101,289,225,0.7785467128027682,150.8918914794922,47.33482360839844,0.03209534860910657,0.5670305178592083,1.0,2.9026553696233135
102,245,166,0.6775510204081633,125.0885238647461,44.94180679321289,0.021096046125071086,0.34566673057143954,1.0,2.6640022131571537
103,239,188,0.7866108786610879,116.99113464355469,37.711822509765625,0.016497119137902378,0.3604596053916748,0.9999999999999999,2.8942884918317793
104,232,177,0.7629310344827587,135.44097900390625,42.44224548339844,0.01368406457893305,0.486392838092099,1.0,3.0178183291805207
105,246,174,0.7073170731707317,161.08580017089844,43.05649948120117,0.011014791990674984,0.13456177482916817,1.0,2.7466463578668496
106,284,226,0.795774647887324,148.42251586914062,41.71534729003906,0.019906332839072456,0.3607807520808288,1.0,2.9870440220425074
107,257,208,0.8093385214007782,115.95482635498047,38.003379821777344,0.013411108463131007,0.2798722822897907,1.0,2.808615058094088
108,307,265,0.8631921824104235,117.31791687011719,38.24163055419922,0.015974592450140664,0.26563829141067846,0.9999999999999999,3.094427219221533
109,284,238,0.8380281690140845,90.20134735107422,40.41648864746094,0.012089780726893694,0.22883936599926047,0.9999999999999999,2.92532440448964
110,313,225,0.7188498402555911,101.77972412109375,43.64459991455078,0.019724638219754058,0.3513904556156412,1.0,2.751807813074709
111,302,243,0.804635761589404,91.01229858398438,43.71072769165039,0.012141603400216753,0.3021317345808163,0.9999999999999999,2.9174971426214844
112,346,181,0.523121387283237,109.12791442871094,45.601043701171875,0.024241253021120873,0.4510662270552651,0.9999999999999999,2.642912596755204
113,375,225,0.6,99.66300201416016,44.5703125,0.024585957909220704,0.6160744454013657,0.9999999999999999,2.697818525892999
114,324,267,0.8240740740740741,73.6863021850586,42.204959869384766,0.01309882782562235,0.3588644788188892,1.0,2.880147791037448
115,368,297,0.8070652173913043,101.40013885498047,44.365394592285156,0.02190048548304713,0.43011537116788706,1.0,3.0332565141898664
116,324,191,0.5895061728395061,97.0450210571289,43.0482063293457,0.03152453278524991,0.3431939819802429,1.0,2.67984637739926
117,323,188,0.5820433436532507,90.58198547363281,42.07181930541992,0.025648295101682893,0.4761420642867219,1.0,2.719068114911599
118,303,167,0.5511551155115512,89.3205337524414,42.277122497558594,0.028942196129380624,0.4805742269555322,1.0,2.604207619422471
119,297,261,0.8787878787878788,90.41322326660156,42.240814208984375,0.019068088173471144,0.481979487816767,1.0,3.175774446836511
120,313,262,0.8370607028753994,121.08747100830078,41.95637512207031,0.013500458998087942,0.34728407155209895,1.0,3.442347404314157
