,Frame number,x,y,z
49,49,-2.553324819468683,3.328473832930069,2.171808076016836
50,50,-2.7089939128028755,3.183115581294027,2.1791638560263626
51,51,-2.8625001235772918,3.0354024964924404,2.1848807843803635
52,52,-3.0030858452528775,2.8752631954009145,2.1875368236491286
53,53,-3.1432116898754643,2.7153714164946607,2.2022120457845933
54,54,-3.2688111938847286,2.5432137577560203,2.203793364216011
55,55,-3.4030928228324977,2.380014594621138,2.2311881213226696
56,56,-3.5197249185148487,2.202384800811911,2.2473314185620596
57,57,-3.6238783076040253,2.016486686335445,2.250487050520662
58,58,-3.7106076655041074,1.8218245120460168,2.249679698753029
59,59,-3.793844743699858,1.62577871963526,2.257003053803678
60,60,-3.8662739498056906,1.4253890897030532,2.2607449458701323
61,61,-3.9207264687348613,1.219543165022155,2.251892041699228
62,62,-3.9760060472678633,1.0137936818362585,2.2571183026642987
63,63,-4.0265886940230615,0.8075165821775885,2.2746439821481568
64,64,-4.06021022409812,0.5971895302043907,2.2815807941969717
65,65,-4.081909172346317,0.3852656304724881,2.2873610887456497
66,66,-4.096098176441,0.1728685634068264,2.297468190329726
67,67,-4.09894941778828,-0.04015042886528947,2.303015693540788
68,68,-4.0946905987510505,-0.25296185329809107,2.3134634458835204
69,69,-4.068311284903919,-0.464386095828473,2.3090006094386504
70,70,-4.037038989464032,-0.6751886749407499,2.3095588345344877
71,71,-3.995477499186035,-0.88419872121837,2.307704510230621
72,72,-3.947573781620645,-1.091818758837429,2.3115967152869796
73,73,-3.879296050847218,-1.2929186848977254,2.2939058516365054
74,74,-3.8108801044224596,-1.4947483582410905,2.293714355840237
75,75,-3.7258234773187677,-1.6895732711779936,2.2787270638034283
76,76,-3.641318511889156,-1.8850937402218104,2.2855573229750066
77,77,-3.548880514411842,-2.0770557857565906,2.2902247777645033
78,78,-3.4474401454168597,-2.2644513568838764,2.2931822932361485
79,79,-3.3359425348136345,-2.4459369760989205,2.300056032075274
80,80,-3.2132734172016293,-2.6201979741192267,2.3012339925940273
81,81,-3.0817247678873083,-2.78785804139478,2.3002092280065636
82,82,-2.934773844523207,-2.9410476349588506,2.2813845106424724
83,83,-2.7835427131444432,-3.091100854246082,2.2759834254587394
84,84,-2.625396891801998,-3.2333205924717148,2.2625878781134197
85,85,-2.4633968690722834,-3.3717794574471003,2.2615244952920057
86,86,-2.2956049390868087,-3.5031377006745013,2.2589023576744336
87,87,-2.1192848492756333,-3.622750137584237,2.2544205831131086
88,88,-1.9352661123925339,-3.729813025528906,2.24490018718538
89,89,-1.7499690801445866,-3.8350762859943806,2.244093171692544
90,90,-1.5627903647091372,-3.936877620464155,2.248168981530229
91,91,-1.3676683619770824,-4.022502446423873,2.244735518711915
92,92,-1.169335249043066,-4.10032041506873,2.2398024154679526
93,93,-0.9684718396648079,-4.171518283485033,2.2406682928506783
94,94,-0.7615206404949548,-4.220434429205649,2.2267252914620226
95,95,-0.5538149699713363,-4.26787144501199,2.2218182147917793
96,96,-0.34403228990883417,-4.305134940566926,2.2174991312609915
97,97,-0.1323609661772506,-4.328222983358407,2.2086567092227365
98,98,0.0787462263519948,-4.32608318188495,2.1795849024367953
99,99,0.2917792856678955,-4.331799723131314,2.1791029974552814
100,100,0.5048713821284627,-4.329293393608816,2.177889664817588
101,101,0.7172819360491893,-4.313419387699597,2.1711244628835074
102,102,0.9296923219570523,-4.300456876462182,2.1825172982907817
103,103,1.1408304527478885,-4.271657587534718,2.1852165798894303
104,104,1.3488224757405427,-4.22596620323961,2.1769939762662105
105,105,1.5528403011334944,-4.1649182377821905,2.1688780491370707
106,106,1.7578468767851427,-4.111805090008281,2.1926959606923777
107,107,1.9592764780700394,-4.042729221720468,2.2011004585486926
108,108,2.157245644577583,-3.964377329109919,2.210330056285218
109,109,2.3502030205014033,-3.874421160547665,2.2198869518019286
110,110,2.5371608923432456,-3.7721338460299645,2.2201212226939298
111,111,2.7160364739030194,-3.6565503524988254,2.212376690266828
112,112,2.8872234960703542,-3.529926223875139,2.2035830033553507
113,113,3.0589576646875227,-3.403805136437778,2.2076869125541636
114,114,3.2161167570492264,-3.260396124383748,2.1954039818184974
115,115,3.3651164425767126,-3.1094210593525187,2.1748706214200855
116,116,3.502893111329764,-2.9481896123973894,2.1539420405367125
117,117,3.643047923629077,-2.7876979212694577,2.1500637540638623
118,118,3.7736181839180376,-2.6194641191594084,2.142014506062066
119,119,3.8927065439699637,-2.4429497074479194,2.1332611983435847
120,120,3.9983995364855525,-2.2584679871962328,2.118718789196442
